Genome Name,Accession,BRC ID,Refseq Locus Tag,Alt Locus Tag,Gene,Product,Annotation,Pathway Name,EC Description
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5190,,,,"Biotin sulfoxide reductase (EC 1.-.-.-) / Free methionine-(S)-sulfoxide reductase",PATRIC,"Biotin metabolism","Oxidoreductases"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5191,,,,"Biotin sulfoxide reductase (EC 1.-.-.-)",PATRIC,"Puromycin biosynthesis","Oxidoreductases"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5269,,,,"Glucose-6-phosphate isomerase (EC 5.3.1.9)",PATRIC,"Amino sugar and nucleotide sugar metabolism","Glucose-6-phosphate isomerase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5271,,,,"Cyclic beta-1,2-glucan synthase (EC 2.4.1.-)",PATRIC,"Flavone and flavonol biosynthesis","Hexosyltransferases"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5272,,,,"Cyclic beta-1,2-glucan synthase (EC 2.4.1.-)",PATRIC,"Flavonoid biosynthesis","Hexosyltransferases"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5279,,,,"2-aminomuconate deaminase (EC 3.5.99.5) @ RidA/YER057c/UK114 superfamily protein",PATRIC,"Tryptophan metabolism","2-aminomuconate deaminase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5291,,,,"Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)",PATRIC,"Pyrimidine metabolism","Orotidine-5'-phosphate decarboxylase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5334,,,,"Homogentisate 1,2-dioxygenase (EC 1.13.11.5)",PATRIC,"Styrene degradation","Homogentisate 1,2-dioxygenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5338,,,,"Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase (EC 2.7.8.20)",PATRIC,"Glycerolipid metabolism","Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5340,,,,"UDP-glucose 4-epimerase (EC 5.1.3.2)",PATRIC,"Amino sugar and nucleotide sugar metabolism","UDP-glucose 4-epimerase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5341,,,,"Gluconolactonase (EC 3.1.1.17)",PATRIC,"Caprolactam degradation","Gluconolactonase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5351,,,,"Phosphoglucomutase (EC 5.4.2.2) @ Phosphomannomutase (EC 5.4.2.8)",PATRIC,"Streptomycin biosynthesis","Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5352,,,,"Glucose-6-phosphate isomerase (EC 5.3.1.9)",PATRIC,"Pentose phosphate pathway","Glucose-6-phosphate isomerase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5353,,,,"Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)",PATRIC,"Glutathione metabolism","Gamma-glutamyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5355,,,,"Lipid carrier : UDP-N-acetylgalactosaminyltransferase (EC 2.4.1.-) / Alpha-1,3-N-acetylgalactosamine transferase PglA (EC 2.4.1.-); Putative glycosyltransferase",PATRIC,"Betalain biosynthesis","Hexosyltransferases"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5386,,,,"Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)",PATRIC,"One carbon pool by folate","Aminomethyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5390,,,,"Arginine decarboxylase (EC 4.1.1.19); Ornithine decarboxylase (EC 4.1.1.17); Lysine decarboxylase (EC 4.1.1.18)",PATRIC,"Arginine and proline metabolism","Arginine decarboxylase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5400,,,,"Methionyl-tRNA synthetase (EC 6.1.1.10)",PATRIC,"Selenoamino acid metabolism","Methionine--tRNA ligase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5421,,,,"Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)",PATRIC,"Betalain biosynthesis","With oxygen as acceptor"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5480,,,,"Aldehyde dehydrogenase (EC 1.2.1.3)",PATRIC,"Pentose and glucuronate interconversions","Aldehyde dehydrogenase (NAD(+))"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5491,,,,"2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58)",PATRIC,"Galactose metabolism","2-dehydro-3-deoxygalactonokinase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5512,,,,"Xylulose kinase (EC 2.7.1.17)",PATRIC,"Pentose and glucuronate interconversions","Xylulokinase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5515,,,,"3-hydroxybutyrate dehydrogenase (EC 1.1.1.30)",PATRIC,"Butanoate metabolism","3-hydroxybutyrate dehydrogenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5574,,,,"Homoserine dehydrogenase (EC 1.1.1.3)",PATRIC,"Glycine, serine and threonine metabolism","Homoserine dehydrogenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5586,,,,"Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)",PATRIC,"Pyruvate metabolism","Dihydrolipoyllysine-residue acetyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5587,,,,"Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)",PATRIC,"Glycine, serine and threonine metabolism","Dihydrolipoyl dehydrogenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5604,,,,"3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6)",PATRIC,"Benzoate degradation via hydroxylation","3-oxoadipate CoA-transferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5622,,,,"Fumarate reductase flavoprotein subunit (EC 1.3.99.1)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Deleted entry"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5722,,,,"Aspartate aminotransferase (AspB-4) (EC 2.6.1.1)",PATRIC,"Phenylalanine metabolism","Aspartate transaminase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5839,,,,"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Methylenetetrahydrofolate reductase (NAD(P)H)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5845,,,,"2-hydroxymuconic semialdehyde hydrolase (EC 3.7.1.9)",PATRIC,"Styrene degradation","2-hydroxymuconate-6-semialdehyde hydrolase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5847,,,,"3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)",PATRIC,"Valine, leucine and isoleucine biosynthesis","3-isopropylmalate dehydratase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5850,,,,"Nitrilotriacetate monooxygenase component B (EC 1.14.13.-)",PATRIC,"Naphthalene and anthracene degradation","With NADH or NADPH as one donor, and incorporation of one atom of oxygen"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5911,,,,"D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase (EC 2.7.7.71)",PATRIC,"Lipopolysaccharide biosynthesis","D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5927,,,,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)",PATRIC,"Polyketide sugar unit biosynthesis","dTDP-4-dehydrorhamnose 3,5-epimerase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5930,,,,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",PATRIC,"Streptomycin biosynthesis","dTDP-glucose 4,6-dehydratase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5937,,,,"Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)",PATRIC,"Aminoacyl-tRNA biosynthesis","Aspartate--tRNA(Asn) ligase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5948,,,,"4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.39)",PATRIC,"Ubiquinone and other terpenoid-quinone biosynthesis","4-hydroxybenzoate polyprenyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5953,,,,"Malate synthase G (EC 2.3.3.9)",PATRIC,"Pyruvate metabolism","Malate synthase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5956,,,,"Nicotinamidase (EC 3.5.1.19)",PATRIC,"Nicotinate and nicotinamide metabolism","Nicotinamidase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.5982,,,,"DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)",PATRIC,"Purine metabolism","DNA-directed RNA polymerase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.6033,,,,"DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)",PATRIC,"Purine metabolism","DNA-directed RNA polymerase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.6042,,,,"Alcohol dehydrogenase (EC 1.1.1.1)",PATRIC,"Metabolism of xenobiotics by cytochrome P450","Alcohol dehydrogenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.6063,,,,"Aspartate aminotransferase (EC 2.6.1.1)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Aspartate transaminase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.6082,,,,"Catalase KatE (EC 1.11.1.6)",PATRIC,"Tryptophan metabolism","Catalase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.67,,,,"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)",PATRIC,"Riboflavin metabolism","3,4-dihydroxy-2-butanone-4-phosphate synthase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.203,,,,"Ubiquinol-cytochrome C reductase, cytochrome B subunit (EC 1.10.2.2)",PATRIC,"Oxidative phosphorylation","Quinol--cytochrome-c reductase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.256,,,,"Cytochrome c oxidase polypeptide I (EC 1.9.3.1)",PATRIC,"Oxidative phosphorylation","Cytochrome-c oxidase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.259,,,,"Cytochrome c oxidase polypeptide III (EC 1.9.3.1)",PATRIC,"Oxidative phosphorylation","Cytochrome-c oxidase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.275,,,,"Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)",PATRIC,"Alanine, aspartate and glutamate metabolism","Glutamine--fructose-6-phosphate transaminase (isomerizing)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.288,,,,"L-aspartate oxidase (EC 1.4.3.16)",PATRIC,"Alanine, aspartate and glutamate metabolism","L-aspartate oxidase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.289,,,,"L-aspartate oxidase (EC 1.4.3.16)",PATRIC,"Nicotinate and nicotinamide metabolism","L-aspartate oxidase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.299,,,,"3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)",PATRIC,"Pantothenate and CoA biosynthesis","3-methyl-2-oxobutanoate hydroxymethyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.313,,,,"5'-nucleotidase (EC 3.1.3.5)",PATRIC,"Purine metabolism","5'-nucleotidase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.322,,,,"Imidazolonepropionase (EC 3.5.2.7)",PATRIC,"Histidine metabolism","Imidazolonepropionase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.393,,,,"Aldehyde dehydrogenase (EC 1.2.1.3)",PATRIC,"Valine, leucine and isoleucine degradation","Aldehyde dehydrogenase (NAD(+))"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.397,,,,"Indole-3-glycerol phosphate synthase (EC 4.1.1.48)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Indole-3-glycerol-phosphate synthase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.402,,,,"Anthranilate synthase, aminase component (EC 4.1.3.27)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Anthranilate synthase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.410,,,,"D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)",PATRIC,"Methane metabolism","Phosphoglycerate dehydrogenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.416,,,,"Maleate cis-trans isomerase (EC 5.2.1.1)",PATRIC,"Nicotinate and nicotinamide metabolism","Maleate isomerase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.419,,,,"3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6)",PATRIC,"Benzoate degradation via hydroxylation","3-oxoadipate CoA-transferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.420,,,,"3-oxoadipate CoA-transferase subunit B (EC 2.8.3.6)",PATRIC,"Benzoate degradation via hydroxylation","3-oxoadipate CoA-transferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.427,,,,"ATP synthase F0 sector subunit c (EC 3.6.3.14)",PATRIC,"Photosynthesis","H(+)-transporting two-sector ATPase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.433,,,,"ATP synthase beta chain (EC 3.6.3.14)",PATRIC,"Photosynthesis","H(+)-transporting two-sector ATPase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.434,,,,"ATP synthase epsilon chain (EC 3.6.3.14)",PATRIC,"Methane metabolism","H(+)-transporting two-sector ATPase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.436,,,,"Uroporphyrinogen III decarboxylase (EC 4.1.1.37)",PATRIC,"Porphyrin and chlorophyll metabolism","Uroporphyrinogen decarboxylase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.461,,,,"Enoyl-CoA hydratase (EC 4.2.1.17)",PATRIC,"Tryptophan metabolism","Enoyl-CoA hydratase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.504,,,,"D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)",PATRIC,"Methane metabolism","Phosphoglycerate dehydrogenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.517,,,,"Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)",PATRIC,"Arginine and proline metabolism","Allophanate hydrolase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.537,,,,"Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)",PATRIC,"Thiamine metabolism","Phosphomethylpyrimidine kinase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.543,,,,"5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)",PATRIC,"One carbon pool by folate","Methionine synthase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.568,,,,"3-hydroxybenzoate 6-monooxygenase (EC 1.14.13.24)",PATRIC,"Benzoate degradation via hydroxylation","3-hydroxybenzoate 6-monooxygenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.581,,,,"Pantoate--beta-alanine ligase (EC 6.3.2.1)",PATRIC,"beta-Alanine metabolism","Pantoate--beta-alanine ligase (AMP-forming)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.601,,,,"Mutator MutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-) / Thiazole tautomerase TenI-like domain",PATRIC,"Purine metabolism","In phosphorous-containing anhydrides"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.629,,,,"Isochorismatase (EC 3.3.2.1)",PATRIC,"Biosynthesis of siderophore group nonribosomal peptides","Isochorismatase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.635,,,,"Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)",PATRIC,"Thiamine metabolism","Phosphomethylpyrimidine kinase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.665,,,,"3-dehydroquinate dehydratase II (EC 4.2.1.10)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","3-dehydroquinate dehydratase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.672,,,,"D-alanine--poly(phosphoribitol) ligase ACP subunit (EC 6.1.1.13)",PATRIC,"D-Alanine metabolism","D-alanine--poly(phosphoribitol) ligase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.690,,,,"Glutamyl-tRNA synthetase (EC 6.1.1.17)",PATRIC,"Aminoacyl-tRNA biosynthesis","Glutamate--tRNA ligase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.707,,,,"N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)",PATRIC,"Arginine and proline metabolism","N-acetyl-gamma-glutamyl-phosphate reductase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.823,,,,"1-pyrroline-4-hydroxy-2-carboxylate deaminase (EC 3.5.4.22)",PATRIC,"Arginine and proline metabolism","1-pyrroline-4-hydroxy-2-carboxylate deaminase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.882,,,,"Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)",PATRIC,"Peptidoglycan biosynthesis","Peptidoglycan glycosyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.883,,,,"UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13) / UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)",PATRIC,"Peptidoglycan biosynthesis","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.884,,,,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)",PATRIC,"Peptidoglycan biosynthesis","Phospho-N-acetylmuramoyl-pentapeptide-transferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.901,,,,"Cysteine dioxygenase (EC 1.13.11.20)",PATRIC,"Taurine and hypotaurine metabolism","Cysteine dioxygenase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.917,,,,"Maltodextrin glucosidase (EC 3.2.1.20)",PATRIC,"Galactose metabolism","Alpha-glucosidase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.933,,,,"Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase (EC 2.7.8.20)",PATRIC,"Glycerolipid metabolism","Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.962,,,,"Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)",PATRIC,"Glycerophospholipid metabolism","1-acylglycerol-3-phosphate O-acyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.984,,,,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)",PATRIC,"Fatty acid metabolism","Long-chain-fatty-acid--CoA ligase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.997,,,,"Phosphoserine phosphatase (EC 3.1.3.3)",PATRIC,"Methane metabolism","Phosphoserine phosphatase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1018,,,,"Formyltetrahydrofolate deformylase (EC 3.5.1.10)",PATRIC,"One carbon pool by folate","Formyltetrahydrofolate deformylase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1083,,,,"Glutaminyl-tRNA synthetase (EC 6.1.1.18)",PATRIC,"Aminoacyl-tRNA biosynthesis","Glutamine--tRNA ligase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1095,,,,"IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)",PATRIC,"Purine metabolism","IMP cyclohydrolase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1108,,,,"UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)",PATRIC,"Amino sugar and nucleotide sugar metabolism","UTP--glucose-1-phosphate uridylyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1123,,,,"L-asparaginase (EC 3.5.1.1)",PATRIC,"Cyanoamino acid metabolism","Asparaginase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1152,,,,"NAD kinase (EC 2.7.1.23)",PATRIC,"Nicotinate and nicotinamide metabolism","NAD(+) kinase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1170,,,,"Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)",PATRIC,"Citrate cycle (TCA cycle)","Isocitrate dehydrogenase (NADP(+))"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1218,,,,"Acetolactate synthase large subunit (EC 2.2.1.6)",PATRIC,"Pantothenate and CoA biosynthesis","Acetolactate synthase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1219,,,,"Acetolactate synthase large subunit (EC 2.2.1.6)",PATRIC,"C5-Branched dibasic acid metabolism","Acetolactate synthase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1273,,,,"Acetoacetyl-CoA reductase (EC 1.1.1.36)",PATRIC,"Glyoxylate and dicarboxylate metabolism","Acetoacetyl-CoA reductase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1322,,,,"NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)",PATRIC,"Oxidative phosphorylation","NADH:ubiquinone reductase (H(+)-translocating)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1323,,,,"NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)",PATRIC,"Nitrogen metabolism","NADH:ubiquinone reductase (H(+)-translocating)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1326,,,,"NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)",PATRIC,"Nitrogen metabolism","NADH:ubiquinone reductase (H(+)-translocating)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1328,,,,"NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)",PATRIC,"Nitrogen metabolism","NADH:ubiquinone reductase (H(+)-translocating)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1331,,,,"NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)",PATRIC,"Oxidative phosphorylation","NADH:ubiquinone reductase (H(+)-translocating)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1334,,,,"Phosphoserine phosphatase (EC 3.1.3.3)",PATRIC,"Methane metabolism","Phosphoserine phosphatase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1336,,,,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)",PATRIC,"Terpenoid backbone biosynthesis","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1364,,,,"Branched-chain amino acid aminotransferase (EC 2.6.1.42)",PATRIC,"Pantothenate and CoA biosynthesis","Branched-chain-amino-acid transaminase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1398,,,,"3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100), FadG",PATRIC,"Biotin metabolism","3-oxoacyl-[acyl-carrier-protein] reductase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1459,,,,"CTP synthase (EC 6.3.4.2)",PATRIC,"Pyrimidine metabolism","CTP synthase (glutamine hydrolyzing)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1475,,,,"Protoporphyrinogen IX oxidase, novel form, HemJ (EC 1.3.-.-)",PATRIC,"1- and 2-Methylnaphthalene degradation","Acting on the CH-CH group of donors"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1478,,,,"Methylisocitrate lyase (EC 4.1.3.30)",PATRIC,"Propanoate metabolism","Methylisocitrate lyase"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1490,,,,"NADP-dependent malic enzyme (EC 1.1.1.40)",PATRIC,"Carbon fixation in photosynthetic organisms","Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1491,,,,"Pyruvate dehydrogenase E1 component (EC 1.2.4.1)",PATRIC,"Glycolysis / Gluconeogenesis","Pyruvate dehydrogenase (acetyl-transferring)"
Achromobacter BCH1-Minion-Isolate3,222.273.con.0001,fig|222.273.peg.1500,,,,"Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4)",PATRIC,"Valine, leucine and isoleucine degradation","Dihydrolipoyl dehydrogenase"
